title,author,genre,tropes,imageUrl,synopsis,rating,ratedBy
Remnant Population,Elizabeth Moon,Science Fiction,"Elderly protagonist, Abandoned colony, First contact, Language",https://covers.openlibrary.org/b/id/8456890-L.jpg,An old woman left behind on an abandoned colony makes first contact with aliens.,3.83,12345
The Windup Girl,Paolo Bacigalupi,Science Fiction,"Biopunk, Climate change, Thailand, Calories as currency",https://covers.openlibrary.org/b/id/8456891-L.jpg,"In a future of genetic engineering and climate disaster, characters struggle for power in Bangkok.",3.73,67890
Ship Breaker,Paolo Bacigalupi,Science Fiction,"YA, Climate change, Ship salvage, Gulf Coast",https://covers.openlibrary.org/b/id/8456892-L.jpg,A teen salvages old ships on a drowned Gulf Coast seeking a better life.,3.75,45678
The Water Knife,Paolo Bacigalupi,Science Fiction,"Water wars, Southwest, Drought, Near future",https://covers.openlibrary.org/b/id/8456893-L.jpg,"In a drought-stricken American Southwest, water is more valuable than gold.",3.79,34567
The Drowned Cities,Paolo Bacigalupi,Science Fiction,"YA sequel, War-torn America, Child soldiers, Biotech",https://covers.openlibrary.org/b/id/8456894-L.jpg,Two refugees flee war-torn America with a bioengineered soldier.,3.91,23456
Pump Six and Other Stories,Paolo Bacigalupi,Science Fiction,"Story collection, Dystopian futures, Environmental, Various",https://covers.openlibrary.org/b/id/8456895-L.jpg,Short stories exploring ecological and social collapse.,3.98,12345
The Quantum Thief,Hannu Rajaniemi,Science Fiction,"Post-singularity, Thief protagonist, Mars, Memory manipulation",https://covers.openlibrary.org/b/id/8456896-L.jpg,A legendary thief is broken out of prison to pull off an impossible heist on Mars.,3.61,23456
The Fractal Prince,Hannu Rajaniemi,Science Fiction,"Sequel, Arabian Nights, Desert world, Reality manipulation",https://covers.openlibrary.org/b/id/8456897-L.jpg,The thief continues his adventures on a world inspired by Arabian Nights.,3.65,12345
The Causal Angel,Hannu Rajaniemi,Science Fiction,"Trilogy conclusion, Post-human, Reality warping, Cosmic scale",https://covers.openlibrary.org/b/id/8456898-L.jpg,The final confrontation over the fate of post-humanity.,3.72,8901
Summerland,Hannu Rajaniemi,Science Fiction,"Afterlife technology, Spy thriller, 1938, Soviet Union",https://covers.openlibrary.org/b/id/10909869-L.jpg,"In an alternate 1938 where the afterlife is real, a spy must navigate both worlds.",3.65,4567
Luna: New Moon,Ian McDonald,Science Fiction,"Moon colony, Five families, Corporate warfare, Hard SF",https://covers.openlibrary.org/b/id/8456899-L.jpg,Five families control the moon in this tale of power and survival.,3.77,12345
Luna: Wolf Moon,Ian McDonald,Science Fiction,"Sequel, Moon war, Family saga, Political intrigue",https://covers.openlibrary.org/b/id/8456900-L.jpg,War erupts between the lunar families.,3.91,8901
Luna: Moon Rising,Ian McDonald,Science Fiction,"Trilogy conclusion, Moon independence, Final conflict, Politics",https://covers.openlibrary.org/b/id/10909870-L.jpg,The moon fights for independence from Earth.,3.98,6789
River of Gods,Ian McDonald,Science Fiction,"India 2047, AI awakening, Multiple POV, Cyberpunk",https://covers.openlibrary.org/b/id/8456901-L.jpg,"On India's 100th birthday, AIs approach consciousness and the country faces crisis.",3.84,12345
Brasyl,Ian McDonald,Science Fiction,"Three timelines, Brazil, Quantum computing, Multiverse",https://covers.openlibrary.org/b/id/8456902-L.jpg,Three stories across Brazilian history connect through quantum computation.,3.77,8901
The Dervish House,Ian McDonald,Science Fiction,"Istanbul, Nanotechnology, Multiple POV, Near future",https://covers.openlibrary.org/b/id/8456903-L.jpg,Six characters in Istanbul become entangled in nanotech conspiracy.,3.85,8901
Cyberabad Days,Ian McDonald,Science Fiction,"Story collection, India, AI, Climate change",https://covers.openlibrary.org/b/id/8456904-L.jpg,Stories set in the same future India as River of Gods.,3.86,4567
Desolation Road,Ian McDonald,Science Fiction,"Mars, Magical realism, Town history, Multi-generational",https://covers.openlibrary.org/b/id/8456905-L.jpg,The history of a Martian town told through magical realism.,3.79,8901
Ares Express,Ian McDonald,Science Fiction,"Mars sequel, Train journey, Sentient trains, Coming of age",https://covers.openlibrary.org/b/id/8456906-L.jpg,A girl's journey across Mars on sentient trains.,3.68,4567
The Fifth Season,N.K. Jemisin,Science Fiction,"Supervolcanic world, Magic system, Three timelines, Oppression",https://covers.openlibrary.org/b/id/8456907-L.jpg,"On a geologically unstable world, people who can control earthquakes are enslaved.",4.3,234567
The Obelisk Gate,N.K. Jemisin,Science Fiction,"Sequel, Apocalypse, Mother searching, Revolution",https://covers.openlibrary.org/b/id/8456908-L.jpg,"As the world ends, a mother searches for her daughter.",4.32,178234
The Stone Sky,N.K. Jemisin,Science Fiction,"Trilogy conclusion, Moon return, World healing, Epic finale",https://covers.openlibrary.org/b/id/8456909-L.jpg,The final battle to save or end the world.,4.39,156789
The Hundred Thousand Kingdoms,N.K. Jemisin,Science Fiction,"Gods enslaved, Political intrigue, Matriarchy, Inheritance",https://covers.openlibrary.org/b/id/8456910-L.jpg,A woman inherits a throne in a kingdom where gods are enslaved.,3.93,89234
The Broken Kingdoms,N.K. Jemisin,Science Fiction,"Sequel, Blind protagonist, God city, Murder mystery",https://covers.openlibrary.org/b/id/8456911-L.jpg,A blind woman investigates murders of godlings in a divine city.,3.96,45678
The Kingdom of Gods,N.K. Jemisin,Science Fiction,"Trilogy conclusion, Child god, Rebellion, Cosmic",https://covers.openlibrary.org/b/id/8456912-L.jpg,A god-child's rebellion against his enslavement.,4.07,34567
The City We Became,N.K. Jemisin,Science Fiction,"Living cities, New York, Cosmic horror, Urban fantasy",https://covers.openlibrary.org/b/id/10909871-L.jpg,New York City comes alive as a living entity to fight an otherworldly threat.,3.82,89234
The World We Make,N.K. Jemisin,Science Fiction,"Sequel, Cities alive, Invasion, Urban fantasy",https://covers.openlibrary.org/b/id/10909872-L.jpg,The living cities of Earth unite against cosmic invasion.,3.91,34567
How Long 'til Black Future Month?,N.K. Jemisin,Science Fiction,"Story collection, Various futures, Black protagonists, Award winners",https://covers.openlibrary.org/b/id/10909873-L.jpg,Collection of Jemisin's science fiction and fantasy short stories.,4.14,23456
Emergency Skin,N.K. Jemisin,Science Fiction,"Novella, Earth abandoned, Return mission, AI narrator",https://covers.openlibrary.org/b/id/10909874-L.jpg,A soldier returns to abandoned Earth on a mission.,3.79,8901
The Long Way to a Small Angry Planet,Becky Chambers,Science Fiction,"Found family, Spaceship crew, Diverse aliens, Cozy SF",https://covers.openlibrary.org/b/id/8456913-L.jpg,A mixed crew of humans and aliens travel through space forming found family.,4.17,234567
A Closed and Common Orbit,Becky Chambers,Science Fiction,"Sequel, AI in body, Illegal upbringing, Parallel stories",https://covers.openlibrary.org/b/id/8456914-L.jpg,An AI struggles with having a body while a parallel story shows a girl's survival.,4.17,178234
Record of a Spaceborn Few,Becky Chambers,Science Fiction,"Fleet life, Multiple POV, Exodus fleet, Community",https://covers.openlibrary.org/b/id/8456915-L.jpg,Stories from humans living in the generational Exodus fleet.,4.09,123456
The Galaxy and the Ground Within,Becky Chambers,Science Fiction,"Wayfarers conclusion, Stranded aliens, No humans, Character study",https://covers.openlibrary.org/b/id/10909875-L.jpg,Five aliens from different species are stranded together at a rest stop.,4.19,89234
To Be Taught If Fortunate,Becky Chambers,Science Fiction,"Novella, Astronaut explorers, Ethical exploration, Hard SF",https://covers.openlibrary.org/b/id/10909876-L.jpg,Four astronauts explore exoplanets and must decide humanity's future.,4.08,45678
A Psalm for the Wild-Built,Becky Chambers,Science Fiction,"Solarpunk, Robot monk, Tea monk, Cozy post-human",https://covers.openlibrary.org/b/id/10909877-L.jpg,A tea monk meets a robot in a peaceful post-industrial world.,4.25,89234
A Prayer for the Crown-Shy,Becky Chambers,Science Fiction,"Sequel, Robot and monk, Road trip, Philosophy",https://covers.openlibrary.org/b/id/10909878-L.jpg,The monk and robot continue their journey discussing life's meaning.,4.31,56789
Blindsight,Peter Watts,Science Fiction,"First contact, Vampire, Consciousness, Hard SF horror",https://covers.openlibrary.org/b/id/8456916-L.jpg,A crew including a vampire investigates an alien artifact at the edge of the solar system.,3.98,67890
Echopraxia,Peter Watts,Science Fiction,"Sequel, Hive minds, Monks, Hard SF",https://covers.openlibrary.org/b/id/8456917-L.jpg,A biologist is caught between warring factions of post-humans.,3.73,23456
Starfish,Peter Watts,Science Fiction,"Deep ocean, Rift station, Psychological, Damaged people",https://covers.openlibrary.org/b/id/8456918-L.jpg,Psychologically damaged people work at a deep-sea geothermal station.,3.78,12345
Maelstrom,Peter Watts,Science Fiction,"Sequel, Biotech plague, Rifters, Ocean horror",https://covers.openlibrary.org/b/id/8456919-L.jpg,Survivors of the rift unleash a biotech plague.,3.84,8901
Behemoth: B-Max,Peter Watts,Science Fiction,"Rifters conclusion part 1, Apocalypse, Deep sea, Conspiracy",https://covers.openlibrary.org/b/id/8456920-L.jpg,The plague spreads as conspiracies unravel.,3.92,6789
Behemoth: Seppuku,Peter Watts,Science Fiction,"Rifters conclusion part 2, End times, Final battle, Nihilistic",https://covers.openlibrary.org/b/id/8456921-L.jpg,Humanity faces extinction in the Rifters trilogy conclusion.,3.95,6789
The Freeze-Frame Revolution,Peter Watts,Science Fiction,"Novella, Generation ship, AI rebellion, Time scales",https://covers.openlibrary.org/b/id/10909879-L.jpg,A crew wakes periodically over millennia to build wormholes for an AI.,3.91,12345
The Fifth Head of Cerberus,Gene Wolfe,Science Fiction,"Clones, Colonialism, Three linked novellas, Identity",https://covers.openlibrary.org/b/id/8456922-L.jpg,"Three linked stories about colonialism, identity, and cloning on twin planets.",4.04,23456
The Book of the New Sun Volume 1,Gene Wolfe,Science Fiction,"Dying Earth, Torturer, Quest, Literary SF",https://covers.openlibrary.org/b/id/8456923-L.jpg,An apprentice torturer is exiled and begins a journey in a far-future dying Earth.,4.1,45678
The Book of the New Sun Volume 2,Gene Wolfe,Science Fiction,"Continued quest, War, Mysteries, Unreliable narrator",https://covers.openlibrary.org/b/id/8456924-L.jpg,Severian's journey continues through war and mystery.,4.15,34567
The Urth of the New Sun,Gene Wolfe,Science Fiction,"New Sun sequel, Time travel, Cosmic scale, Completion",https://covers.openlibrary.org/b/id/8456925-L.jpg,Severian travels through time to save or destroy his world.,4.03,12345
The Book of the Long Sun Volume 1,Gene Wolfe,Science Fiction,"Generation ship, Priest, Gods are AI, Mystery",https://covers.openlibrary.org/b/id/8456926-L.jpg,A priest receives visions from gods who may be the ship's AI.,3.97,12345
The Book of the Long Sun Volume 2,Gene Wolfe,Science Fiction,"Continued mystery, Revolution, Generation ship, Religion",https://covers.openlibrary.org/b/id/8456927-L.jpg,The priest's quest leads to revolution on the generation ship.,4.03,8901
The Book of the Short Sun Volume 1,Gene Wolfe,Science Fiction,"Colonial world, Mystery, Memory, Complex narrative",https://covers.openlibrary.org/b/id/8456928-L.jpg,Colonists on a new world search for their lost leader.,3.87,6789
The Book of the Short Sun Volume 2,Gene Wolfe,Science Fiction,"Continued search, Multiple worlds, Identity, Resolution",https://covers.openlibrary.org/b/id/8456929-L.jpg,The search continues across multiple worlds.,3.93,4567
Peace,Gene Wolfe,Science Fiction,"Ghost story, Midwestern America, Memory, Metafiction",https://covers.openlibrary.org/b/id/8456930-L.jpg,An old man's reminiscences reveal he may be a ghost.,3.91,4567
The Sorcerer's House,Gene Wolfe,Science Fiction,"Epistolary, Fantasy elements, House mystery, Twin brothers",https://covers.openlibrary.org/b/id/8456931-L.jpg,Letters reveal mysteries about a magical house.,3.49,4567
Pirate Freedom,Gene Wolfe,Science Fiction,"Time travel, Pirates, Monastery, Caribbean",https://covers.openlibrary.org/b/id/8456932-L.jpg,A man writes about his life as a time-traveling pirate.,3.56,4567
An Evil Guest,Gene Wolfe,Science Fiction,"Noir, Alien conspiracy, Actress, Mystery",https://covers.openlibrary.org/b/id/8456933-L.jpg,An actress becomes involved in an alien conspiracy.,3.3,2345
The Land Across,Gene Wolfe,Science Fiction,"Kafka-esque, Trapped traveler, Mysterious country, Bureaucracy",https://covers.openlibrary.org/b/id/8456934-L.jpg,A travel writer is trapped in a mysterious bureaucratic country.,3.42,2345
A Borrowed Man,Gene Wolfe,Science Fiction,"Cloned author, Library rental, Mystery, Future noir",https://covers.openlibrary.org/b/id/8456935-L.jpg,A cloned dead author is rented from the library to solve a mystery.,3.65,4567
Interlibrary Loan,Gene Wolfe,Science Fiction,"Sequel, Cloned detective, Mystery continues, Libraries",https://covers.openlibrary.org/b/id/10909880-L.jpg,The recloned author continues investigating mysteries.,3.7,2345
Nightside the Long Sun,Gene Wolfe,Science Fiction,"Generation ship, Priest protagonist, AI gods, Mystery",https://covers.openlibrary.org/b/id/8456936-L.jpg,First book of Long Sun in single volume.,3.97,12345
Lake of the Long Sun,Gene Wolfe,Science Fiction,"Long Sun part 2, Revolution brewing, Politics, Religion",https://covers.openlibrary.org/b/id/8456937-L.jpg,Political and religious tensions rise on the generation ship.,4.02,8901
Caldé of the Long Sun,Gene Wolfe,Science Fiction,"Long Sun part 3, Leadership, War, Sacrifice",https://covers.openlibrary.org/b/id/8456938-L.jpg,The priest becomes a revolutionary leader.,4.08,6789
Exodus from the Long Sun,Gene Wolfe,Science Fiction,"Long Sun conclusion, Leaving ship, New world, Resolution",https://covers.openlibrary.org/b/id/8456939-L.jpg,The generation ship saga concludes with exodus to a new world.,4.12,6789
On Blue's Waters,Gene Wolfe,Science Fiction,"Short Sun part 1, Colonial world, Search mission, Complex",https://covers.openlibrary.org/b/id/8456940-L.jpg,First book of the Short Sun trilogy.,3.87,6789
In Green's Jungles,Gene Wolfe,Science Fiction,"Short Sun part 2, Jungle world, Continued search, Adventure",https://covers.openlibrary.org/b/id/8456941-L.jpg,The search continues through alien jungles.,3.92,4567
